timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1663415271076,1043,Sign in - POST,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,841,289,2,2,https://qauto2.forstudy.space/api/auth/signin,1036,0,478
1663415271910,709,Sign in - POST,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,841,289,2,2,https://qauto2.forstudy.space/api/auth/signin,709,0,146
1663415277124,291,Cars brands - GET,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,952,280,2,2,https://qauto2.forstudy.space/api/cars/brands,229,0,133
1663415277124,229,Cars brands - GET-0,301,Moved Permanently,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,375,140,2,2,http://qauto2.forstudy.space/api/cars/brands,229,0,133
1663415277355,60,Cars brands - GET-1,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,577,140,2,2,https://qauto2.forstudy.space/api/cars/brands,60,0,0
1663415277624,295,Cars brands - GET,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,952,280,2,2,https://qauto2.forstudy.space/api/cars/brands,229,0,130
1663415277624,229,Cars brands - GET-0,301,Moved Permanently,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,375,140,2,2,http://qauto2.forstudy.space/api/cars/brands,229,0,130
1663415277854,65,Cars brands - GET-1,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,577,140,2,2,https://qauto2.forstudy.space/api/cars/brands,65,0,0
1663415278405,768,Sign in - POST,200,OK,Performance tests 4-2,text,true,,837,289,1,3,https://qauto2.forstudy.space/api/auth/signin,768,0,119
1663415280417,176,Add car - GET,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,895,306,2,3,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,97,0,0
1663415280417,97,Add car - GET-0,301,Moved Permanently,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,388,153,2,3,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,97,0,0
1663415280515,78,Add car - GET-1,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,507,153,2,3,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,78,0,0
1663415280920,184,Add car - GET,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,895,306,2,4,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,133,0,0
1663415280920,133,Add car - GET-0,301,Moved Permanently,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,388,153,2,4,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,133,0,0
1663415281053,51,Add car - GET-1,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,507,153,2,4,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,51,0,0
1663415280907,844,Sign in - POST,200,OK,Performance tests 4-1,text,true,,841,289,2,4,https://qauto2.forstudy.space/api/auth/signin,844,0,158
1663415284175,286,Cars brands - GET,200,OK,Performance tests 4-2,text,true,,952,280,2,4,https://qauto2.forstudy.space/api/cars/brands,228,0,128
1663415284175,229,Cars brands - GET-0,301,Moved Permanently,Performance tests 4-2,text,true,,375,140,2,4,http://qauto2.forstudy.space/api/cars/brands,228,0,128
1663415284404,57,Cars brands - GET-1,200,OK,Performance tests 4-2,text,true,,577,140,2,4,https://qauto2.forstudy.space/api/cars/brands,57,0,0
1663415285613,198,Instructions - GET,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,1645,348,2,4,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,141,0,0
1663415285613,141,Instructions - GET-0,301,Moved Permanently,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,409,174,2,4,http://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,141,0,0
1663415285755,56,Instructions - GET-1,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,1236,174,2,4,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,56,0,0
1663415286106,390,Instructions - GET,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,1645,348,2,4,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,97,0,0
1663415286106,97,Instructions - GET-0,301,Moved Permanently,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,409,174,2,4,http://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,97,0,0
1663415286204,292,Instructions - GET-1,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,1236,174,2,4,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,292,0,0
1663415285819,688,Sign in - POST,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,837,289,2,4,https://qauto2.forstudy.space/api/auth/signin,688,0,143
1663415286755,387,Cars brands - GET,200,OK,Performance tests 4-1,text,true,,952,280,2,4,https://qauto2.forstudy.space/api/cars/brands,198,0,98
1663415286755,198,Cars brands - GET-0,301,Moved Permanently,Performance tests 4-1,text,true,,375,140,2,4,http://qauto2.forstudy.space/api/cars/brands,198,0,98
1663415286953,189,Cars brands - GET-1,200,OK,Performance tests 4-1,text,true,,577,140,2,4,https://qauto2.forstudy.space/api/cars/brands,189,0,0
1663415286498,651,Sign in - POST,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,839,289,2,4,https://qauto2.forstudy.space/api/auth/signin,650,0,109
1663415289466,231,Add car - GET,200,OK,Performance tests 4-2,text,true,,895,306,2,4,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,138,0,0
1663415289466,138,Add car - GET-0,301,Moved Permanently,Performance tests 4-2,text,true,,388,153,2,4,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,138,0,0
1663415289604,93,Add car - GET-1,200,OK,Performance tests 4-2,text,true,,507,153,2,4,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,93,0,0
1663415291510,266,Cars brands - GET,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,952,280,2,3,https://qauto2.forstudy.space/api/cars/brands,194,0,94
1663415291510,194,Cars brands - GET-0,301,Moved Permanently,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,375,140,2,3,http://qauto2.forstudy.space/api/cars/brands,194,0,94
1663415291705,71,Cars brands - GET-1,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-1,text,true,,577,140,2,3,https://qauto2.forstudy.space/api/cars/brands,71,0,0
1663415292149,158,Add car - GET,200,OK,Performance tests 4-1,text,true,,895,306,1,2,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,105,0,0
1663415292149,105,Add car - GET-0,301,Moved Permanently,Performance tests 4-1,text,true,,388,153,1,2,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,105,0,0
1663415292255,52,Add car - GET-1,200,OK,Performance tests 4-1,text,true,,507,153,1,2,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,52,0,0
1663415292154,254,Cars brands - GET,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,952,280,1,1,https://qauto2.forstudy.space/api/cars/brands,200,0,101
1663415292154,201,Cars brands - GET-0,301,Moved Permanently,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,375,140,1,1,http://qauto2.forstudy.space/api/cars/brands,200,0,101
1663415292355,53,Cars brands - GET-1,200,OK,Concurrency Thread Group - Endurance tests-ThreadStarter 2-2,text,true,,577,140,1,1,https://qauto2.forstudy.space/api/cars/brands,53,0,0
1663415310901,955,Sign in - POST,200,OK,Load tests 3-5,text,true,,841,289,1,1,https://qauto2.forstudy.space/api/auth/signin,955,0,280
1663415316863,300,Cars brands - GET,200,OK,Load tests 3-5,text,true,,952,280,1,1,https://qauto2.forstudy.space/api/cars/brands,241,0,141
1663415316863,242,Cars brands - GET-0,301,Moved Permanently,Load tests 3-5,text,true,,375,140,1,1,http://qauto2.forstudy.space/api/cars/brands,241,0,141
1663415317105,58,Cars brands - GET-1,200,OK,Load tests 3-5,text,true,,577,140,1,1,https://qauto2.forstudy.space/api/cars/brands,58,0,0
1663415320895,751,Sign in - POST,200,OK,Load tests 3-4,text,true,,841,289,2,2,https://qauto2.forstudy.space/api/auth/signin,751,0,132
1663415322167,253,Add car - GET,200,OK,Load tests 3-5,text,true,,895,306,2,2,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,187,0,0
1663415322167,187,Add car - GET-0,301,Moved Permanently,Load tests 3-5,text,true,,388,153,2,2,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,187,0,0
1663415322355,65,Add car - GET-1,200,OK,Load tests 3-5,text,true,,507,153,2,2,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,65,0,0
1663415326650,267,Cars brands - GET,200,OK,Load tests 3-4,text,true,,952,280,2,2,https://qauto2.forstudy.space/api/cars/brands,204,0,105
1663415326650,204,Cars brands - GET-0,301,Moved Permanently,Load tests 3-4,text,true,,375,140,2,2,http://qauto2.forstudy.space/api/cars/brands,204,0,105
1663415326854,63,Cars brands - GET-1,200,OK,Load tests 3-4,text,true,,577,140,2,2,https://qauto2.forstudy.space/api/cars/brands,63,0,0
1663415327422,226,Instructions - GET,200,OK,Load tests 3-5,text,true,,1645,348,2,2,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,132,0,0
1663415327422,132,Instructions - GET-0,301,Moved Permanently,Load tests 3-5,text,true,,409,174,2,2,http://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,132,0,0
1663415327554,94,Instructions - GET-1,200,OK,Load tests 3-5,text,true,,1236,174,2,2,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,94,0,0
1663415327650,665,Sign in - POST,200,OK,Load tests 3-5,text,true,,841,289,2,2,https://qauto2.forstudy.space/api/auth/signin,665,0,107
1663415330893,848,Sign in - POST,200,OK,Load tests 3-3,text,true,,837,289,3,3,https://qauto2.forstudy.space/api/auth/signin,847,0,151
1663415331923,190,Add car - GET,200,OK,Load tests 3-4,text,true,,895,306,3,3,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,132,0,0
1663415331923,133,Add car - GET-0,301,Moved Permanently,Load tests 3-4,text,true,,388,153,3,3,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,132,0,0
1663415332056,57,Add car - GET-1,200,OK,Load tests 3-4,text,true,,507,153,3,3,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,57,0,0
1663415333317,292,Cars brands - GET,200,OK,Load tests 3-5,text,true,,952,280,3,3,https://qauto2.forstudy.space/api/cars/brands,238,0,139
1663415333317,238,Cars brands - GET-0,301,Moved Permanently,Load tests 3-5,text,true,,375,140,3,3,http://qauto2.forstudy.space/api/cars/brands,238,0,139
1663415333556,53,Cars brands - GET-1,200,OK,Load tests 3-5,text,true,,577,140,3,3,https://qauto2.forstudy.space/api/cars/brands,53,0,0
1663415336743,277,Cars brands - GET,200,OK,Load tests 3-3,text,true,,952,280,3,3,https://qauto2.forstudy.space/api/cars/brands,211,0,111
1663415336743,211,Cars brands - GET-0,301,Moved Permanently,Load tests 3-3,text,true,,375,140,3,3,http://qauto2.forstudy.space/api/cars/brands,211,0,111
1663415336954,66,Cars brands - GET-1,200,OK,Load tests 3-3,text,true,,577,140,3,3,https://qauto2.forstudy.space/api/cars/brands,66,0,0
1663415337116,206,Instructions - GET,200,OK,Load tests 3-4,text,true,,1645,348,3,3,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,138,0,0
1663415337116,138,Instructions - GET-0,301,Moved Permanently,Load tests 3-4,text,true,,409,174,3,3,http://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,138,0,0
1663415337254,68,Instructions - GET-1,200,OK,Load tests 3-4,text,true,,1236,174,3,3,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,68,0,0
1663415337323,716,Sign in - POST,200,OK,Load tests 3-4,text,true,,839,289,3,3,https://qauto2.forstudy.space/api/auth/signin,716,0,151
1663415338613,144,Add car - GET,200,OK,Load tests 3-5,text,true,,895,306,3,3,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,91,0,0
1663415338613,91,Add car - GET-0,301,Moved Permanently,Load tests 3-5,text,true,,388,153,3,3,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,91,0,0
1663415338704,53,Add car - GET-1,200,OK,Load tests 3-5,text,true,,507,153,3,3,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,53,0,0
1663415340894,695,Sign in - POST,200,OK,Load tests 3-2,text,true,,843,289,4,4,https://qauto2.forstudy.space/api/auth/signin,695,0,112
1663415342025,218,Add car - GET,200,OK,Load tests 3-3,text,true,,895,306,4,4,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,129,0,0
1663415342025,129,Add car - GET-0,301,Moved Permanently,Load tests 3-3,text,true,,388,153,4,4,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,129,0,0
1663415342154,89,Add car - GET-1,200,OK,Load tests 3-3,text,true,,507,153,4,4,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,89,0,0
1663415343042,266,Cars brands - GET,200,OK,Load tests 3-4,text,true,,952,280,4,4,https://qauto2.forstudy.space/api/cars/brands,212,0,112
1663415343042,212,Cars brands - GET-0,301,Moved Permanently,Load tests 3-4,text,true,,375,140,4,4,http://qauto2.forstudy.space/api/cars/brands,212,0,112
1663415343255,53,Cars brands - GET-1,200,OK,Load tests 3-4,text,true,,577,140,4,4,https://qauto2.forstudy.space/api/cars/brands,53,0,0
1663415343763,145,Instructions - GET,200,OK,Load tests 3-5,text,true,,1645,348,4,4,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,91,0,0
1663415343763,91,Instructions - GET-0,301,Moved Permanently,Load tests 3-5,text,true,,409,174,4,4,http://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,91,0,0
1663415343855,53,Instructions - GET-1,200,OK,Load tests 3-5,text,true,,1236,174,4,4,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,53,0,0
1663415343910,649,Sign in - POST,200,OK,Load tests 3-5,text,true,,837,289,4,4,https://qauto2.forstudy.space/api/auth/signin,649,0,107
1663415346595,224,Cars brands - GET,200,OK,Load tests 3-2,text,true,,952,280,4,4,https://qauto2.forstudy.space/api/cars/brands,167,0,109
1663415346595,168,Cars brands - GET-0,301,Moved Permanently,Load tests 3-2,text,true,,375,140,4,4,http://qauto2.forstudy.space/api/cars/brands,167,0,109
1663415346763,56,Cars brands - GET-1,200,OK,Load tests 3-2,text,true,,577,140,4,4,https://qauto2.forstudy.space/api/cars/brands,56,0,0
1663415347246,167,Instructions - GET,200,OK,Load tests 3-3,text,true,,1645,348,4,4,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,108,0,0
1663415347246,109,Instructions - GET-0,301,Moved Permanently,Load tests 3-3,text,true,,409,174,4,4,http://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,108,0,0
1663415347355,58,Instructions - GET-1,200,OK,Load tests 3-3,text,true,,1236,174,4,4,https://qauto2.forstudy.space/api/instructions?carBrandId=1&carModelId=1&page=1,58,0,0
1663415347415,655,Sign in - POST,200,OK,Load tests 3-3,text,true,,837,289,4,4,https://qauto2.forstudy.space/api/auth/signin,655,0,117
1663415348309,106,Add car - GET,200,OK,Load tests 3-4,text,true,,895,306,4,4,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,54,0,0
1663415348309,54,Add car - GET-0,301,Moved Permanently,Load tests 3-4,text,true,,388,153,4,4,http://qauto2.forstudy.space/api/cars/models?carBrandId=1,54,0,0
1663415348363,52,Add car - GET-1,200,OK,Load tests 3-4,text,true,,507,153,4,4,https://qauto2.forstudy.space/api/cars/models?carBrandId=1,52,0,0
